genome.acc	system	system.number	seqid	system.subtype	genome	domain	phylum	class	order	family	genus	species
GCA_000008645.1	cas	9	AE000666.1	cas_type_III-C	GCA_000008645	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter thermautotrophicus
GCA_000008645.1	viperin	10	AE000666.1	viperin_solo	GCA_000008645	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter thermautotrophicus
GCA_000008665.1	PDC-S09	4	AE000782.1	PDC-S09	GCA_000008665	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__Archaeoglobus fulgidus
GCA_000008665.1	PDC-S70	5	AE000782.1	PDC-S70	GCA_000008665	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__Archaeoglobus fulgidus
GCA_000008665.1	PDC-S70	6	AE000782.1	PDC-S70	GCA_000008665	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__Archaeoglobus fulgidus
GCA_000008665.1	argonaute	7	AE000782.1	argonaute_solo	GCA_000008665	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__Archaeoglobus fulgidus
GCA_000008665.1	cas	10	AE000782.1	cas_type_I-A	GCA_000008665	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__Archaeoglobus fulgidus
GCA_000008665.1	cas	11	AE000782.1	cas_type_III-B	GCA_000008665	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__Archaeoglobus fulgidus
GCA_000008665.1	cas	12	AE000782.1	cas_type_other	GCA_000008665	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__Archaeoglobus fulgidus
GCA_000008665.1	cas	13	AE000782.1	cas_type_other	GCA_000008665	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__Archaeoglobus fulgidus
GCA_000008665.1	cas	8	AE000782.1	cas_adaptation	GCA_000008665	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__Archaeoglobus fulgidus
GCA_000008665.1	cas	9	AE000782.1	cas_type_I-A	GCA_000008665	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__Archaeoglobus fulgidus
GCA_000009185.1	PDC-S70	6	AM180088.1	PDC-S70	GCA_000009185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
GCA_000009185.1	PDC-S70	7	AM180088.1	PDC-S70	GCA_000009185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
GCA_000009185.1	PT	8	AM180088.1	PT_PbeABCD	GCA_000009185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
GCA_000009185.1	RM	9	AM180088.1	RM_type_II	GCA_000009185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
GCA_000009185.1	Tiamat	10	AM180088.1	Tiamat	GCA_000009185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
GCA_000009965.1	PDC-M05	2	AP006878.1	PDC-M05	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S01	3	AP006878.1	PDC-S01	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S01	4	AP006878.1	PDC-S01	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S01	5	AP006878.1	PDC-S01	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S01	6	AP006878.1	PDC-S01	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S01	7	AP006878.1	PDC-S01	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S11	8	AP006878.1	PDC-S11	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S27	10	AP006878.1	PDC-S27	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S27	11	AP006878.1	PDC-S27	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S27	12	AP006878.1	PDC-S27	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S27	13	AP006878.1	PDC-S27	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S27	9	AP006878.1	PDC-S27	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S70	14	AP006878.1	PDC-S70	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S70	15	AP006878.1	PDC-S70	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S70	16	AP006878.1	PDC-S70	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	PDC-S70	17	AP006878.1	PDC-S70	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	RM	18	AP006878.1	RM_type_IIG	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	cas	19	AP006878.1	cas_type_I-A	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000009965.1	cas	20	AP006878.1	cas_type_I-B1	GCA_000009965	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_000011005.1	PDC-M05	3	AP011532.1	PDC-M05	GCA_000011005	d__Archaea	p__Halobacteriota	c__Methanocellia	o__Methanocellales	f__Methanocellaceae	g__Methanocella	s__Methanocella paludicola
GCA_000011005.1	PDC-M05	4	AP011532.1	PDC-M05	GCA_000011005	d__Archaea	p__Halobacteriota	c__Methanocellia	o__Methanocellales	f__Methanocellaceae	g__Methanocella	s__Methanocella paludicola
GCA_000011005.1	PDC-M11	5	AP011532.1	PDC-M11	GCA_000011005	d__Archaea	p__Halobacteriota	c__Methanocellia	o__Methanocellales	f__Methanocellaceae	g__Methanocella	s__Methanocella paludicola
GCA_000011005.1	PDC-S01	6	AP011532.1	PDC-S01	GCA_000011005	d__Archaea	p__Halobacteriota	c__Methanocellia	o__Methanocellales	f__Methanocellaceae	g__Methanocella	s__Methanocella paludicola
GCA_000011005.1	cas	7	AP011532.1	cas_type_other	GCA_000011005	d__Archaea	p__Halobacteriota	c__Methanocellia	o__Methanocellales	f__Methanocellaceae	g__Methanocella	s__Methanocella paludicola
GCA_000011085.1	PDC-S70	10	AY596298.1	PDC-S70	GCA_000011085	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
GCA_000011085.1	PDC-S70	5	AY596297.1	PDC-S70	GCA_000011085	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
GCA_000011085.1	PDC-S70	6	AY596297.1	PDC-S70	GCA_000011085	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
GCA_000011085.1	PDC-S70	7	AY596297.1	PDC-S70	GCA_000011085	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
GCA_000011085.1	PDC-S70	8	AY596298.1	PDC-S70	GCA_000011085	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
GCA_000011085.1	PDC-S70	9	AY596298.1	PDC-S70	GCA_000011085	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
GCA_000011085.1	argonaute	4	AY596295.1	argonaute_type_I	GCA_000011085	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
GCA_000011085.1	cas	2	AY596293.1	cas_type_I-B1	GCA_000011085	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
GCA_000011105.1	AbiE	1	BA000001.2	AbiE	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	PDC-S01	4	BA000001.2	PDC-S01	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	PDC-S01	5	BA000001.2	PDC-S01	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	PDC-S01	6	BA000001.2	PDC-S01	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	PDC-S01	7	BA000001.2	PDC-S01	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	PDC-S27	10	BA000001.2	PDC-S27	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	PDC-S27	11	BA000001.2	PDC-S27	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	PDC-S27	8	BA000001.2	PDC-S27	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	PDC-S27	9	BA000001.2	PDC-S27	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	RM	12	BA000001.2	RM_type_II	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	cas	13	BA000001.2	cas_type_I-A	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	cas	14	BA000001.2	cas_type_I-B1	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	cas	15	BA000001.2	cas_type_I-B1	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	cas	16	BA000001.2	cas_type_III-A	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	cas	17	BA000001.2	cas_type_other	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011105.1	cas	18	BA000001.2	cas_type_other	GCA_000011105	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
GCA_000011125.1	PDC-S70	2	BA000002.3	PDC-S70	GCA_000011125	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum pernix
GCA_000011125.1	RM	3	BA000002.3	RM_type_II	GCA_000011125	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum pernix
GCA_000011125.1	cas	4	BA000002.3	cas_type_I-A	GCA_000011125	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum pernix
GCA_000011125.1	cas	5	BA000002.3	cas_type_other	GCA_000011125	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum pernix
GCA_000011125.1	hma	6	BA000002.3	hma	GCA_000011125	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum pernix
GCA_000011185.1	RM	4	BA000011.4	RM_type_II	GCA_000011185	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Thermoplasma	s__Thermoplasma volcanium
GCA_000011185.1	TerY-P	5	BA000011.4	TerY-P	GCA_000011185	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Thermoplasma	s__Thermoplasma volcanium
GCA_000011185.1	cas	6	BA000011.4	cas_type_III-A	GCA_000011185	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Thermoplasma	s__Thermoplasma volcanium
GCA_000011205.1	PDC-S01	2	BA000023.2	PDC-S01	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	PDC-S01	3	BA000023.2	PDC-S01	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	PDC-S01	4	BA000023.2	PDC-S01	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	PDC-S01	5	BA000023.2	PDC-S01	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	PDC-S01	6	BA000023.2	PDC-S01	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	PDC-S01	7	BA000023.2	PDC-S01	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	argonaute	8	BA000023.2	argonaute_solo	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	cas	10	BA000023.2	cas_type_I-A	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	cas	11	BA000023.2	cas_type_III-B	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	cas	12	BA000023.2	cas_type_III-G	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	cas	13	BA000023.2	cas_type_other	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011205.1	cas	9	BA000023.2	cas_type_I-A	GCA_000011205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
GCA_000011585.1	PDC-M11	1	BX950229.1	PDC-M11	GCA_000011585	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus maripaludis
GCA_000011585.1	SoFic	2	BX950229.1	SoFic	GCA_000011585	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus maripaludis
GCA_000011585.1	dsr1	3	BX950229.1	dsr1	GCA_000011585	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus maripaludis
GCA_000012285.1	PD-T4-6	3	CP000077.1	PD-T4-6	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	PDC-S01	4	CP000077.1	PDC-S01	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	PDC-S01	5	CP000077.1	PDC-S01	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	PDC-S01	6	CP000077.1	PDC-S01	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	PDC-S27	7	CP000077.1	PDC-S27	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	PDC-S27	8	CP000077.1	PDC-S27	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	PDC-S70	9	CP000077.1	PDC-S70	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	RM	10	CP000077.1	RM_type_II	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	cas	11	CP000077.1	cas_type_I-D	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	cas	12	CP000077.1	cas_type_III-G	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	cas	13	CP000077.1	cas_type_other	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	cas	14	CP000077.1	cas_type_other	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012285.1	cas	15	CP000077.1	cas_type_other	GCA_000012285	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
GCA_000012545.1	Mokosh	3	CP000102.1	Mokosh_TypeII	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	PDC-S01	4	CP000102.1	PDC-S01	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	PDC-S07	5	CP000102.1	PDC-S07	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	PDC-S11	6	CP000102.1	PDC-S11	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	PDC-S31	7	CP000102.1	PDC-S31	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	PDC-S48	8	CP000102.1	PDC-S48	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	RM	10	CP000102.1	RM_type_II	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	RM	11	CP000102.1	RM_type_IV	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	RM	12	CP000102.1	RM_type_IV	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	RM	9	CP000102.1	RM_type_I	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	cas	13	CP000102.1	cas_type_I-B1	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	cas	14	CP000102.1	cas_type_I-B1	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000012545.1	viperin	15	CP000102.1	viperin_solo	GCA_000012545	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
GCA_000013445.1	HEC-01	5	CP000254.1	HEC-01	GCA_000013445	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanospirillaceae	g__Methanospirillum	s__Methanospirillum hungatei
